id,mean_life,ph,pp
1001,97.62,0.11,0.12
1002,94.41,0.11,0.13
1003,91.87,0.11,0.14
1004,87.1,0.11,0.15
1005,84.69,0.11,0.16
1006,86.5,0.11,0.17
1007,76.87,0.11,0.18
1008,76.65,0.11,0.19
1009,75.39,0.11,0.2
1010,71.48,0.11,0.21
1011,69.92,0.11,0.22
1012,70,0.11,0.23
1013,66.9,0.11,0.24
1014,64.74,0.11,0.25
1015,63.44,0.11,0.26
1016,65.05,0.11,0.27
1017,62.69,0.11,0.28
1018,57.32,0.11,0.29
1019,57.53,0.11,0.3
1020,57.5,0.11,0.31
1021,52.77,0.11,0.32
1022,54,0.11,0.33
1023,53.45,0.11,0.34
1024,54.89,0.11,0.35
1025,52.87,0.11,0.36
1026,52.25,0.11,0.37
1027,45.66,0.11,0.38
1028,50.54,0.11,0.39
1029,48.69,0.11,0.4
1030,50.5,0.11,0.41
1031,48.53,0.11,0.42
1032,40.83,0.11,0.43
1033,43.94,0.11,0.44
1034,44.73,0.11,0.45
1035,71.64,0.11,0.46
1036,44.93,0.11,0.47
1037,42.57,0.11,0.48
1038,40.59,0.11,0.49
1039,41.7,0.11,0.5
1040,41.87,0.11,0.51
1041,38.19,0.11,0.52
1042,42.68,0.11,0.53
1043,43.07,0.11,0.54
1044,34.73,0.11,0.55
1045,38.21,0.11,0.56
1046,38.56,0.11,0.57
1047,34.63,0.11,0.58
1048,36.71,0.11,0.59
1049,39.53,0.11,0.6
1050,35.01,0.11,0.61
1051,39,0.11,0.62
1052,36.9,0.11,0.63
1053,35.35,0.11,0.64
1054,34.97,0.11,0.65
1055,31.56,0.11,0.66
1056,34.44,0.11,0.67
1057,31.39,0.11,0.68
1058,34.49,0.11,0.69
1059,32.58,0.11,0.7
1060,35.51,0.11,0.71
1061,33.41,0.11,0.72
1062,34.1,0.11,0.73
1063,30.9,0.11,0.74
1064,31.44,0.11,0.75
1065,31.09,0.11,0.76
1066,31.58,0.11,0.77
1067,65.34,0.11,0.78
1068,34.25,0.11,0.79
1069,31.27,0.11,0.8
1070,33.36,0.11,0.81
1071,26.88,0.11,0.82
1072,24.04,0.11,0.83
1073,21.43,0.11,0.84
1074,24.1,0.11,0.85
1075,27.74,0.11,0.86
1076,18.98,0.11,0.87
1077,17.83,0.11,0.88
1078,18.96,0.11,0.89
1079,9.26,0.11,0.9
1080,18.34,0.11,0.91
1081,23.39,0.11,0.92
1082,20.4,0.11,0.93
1083,19.91,0.11,0.94
1084,17.95,0.11,0.95
1085,19.37,0.11,0.96
1086,13.12,0.11,0.97
1087,20.15,0.11,0.98
1088,13.56,0.11,0.99
1089,97.86,0.12,0.01
1090,97.89,0.12,0.02
1091,98.03,0.12,0.03
1092,97.84,0.12,0.04
1093,97.65,0.12,0.05
1094,97.71,0.12,0.06
1095,97.53,0.12,0.07
1096,97.64,0.12,0.08
1097,96.46,0.12,0.09
1098,95.77,0.12,0.1
1099,96.67,0.12,0.11
1100,96.03,0.12,0.12
1101,93.23,0.12,0.13
1102,90.02,0.12,0.14
1103,86.3,0.12,0.15
1104,82.69,0.12,0.16
1105,81.74,0.12,0.17
1106,78.6,0.12,0.18
1107,79.12,0.12,0.19
1108,73.33,0.12,0.2
1109,76.45,0.12,0.21
1110,70.34,0.12,0.22
1111,71.37,0.12,0.23
1112,68.19,0.12,0.24
1113,69.2,0.12,0.25
1114,65.16,0.12,0.26
1115,64.22,0.12,0.27
1116,62.23,0.12,0.28
1117,57.77,0.12,0.29
1118,59.93,0.12,0.3
1119,58.34,0.12,0.31
1120,58.17,0.12,0.32
1121,55.72,0.12,0.33
1122,53.22,0.12,0.34
1123,53.11,0.12,0.35
1124,52.15,0.12,0.36
1125,52.99,0.12,0.37
1126,52.87,0.12,0.38
1127,49.71,0.12,0.39
1128,51.57,0.12,0.4
1129,52.02,0.12,0.41
1130,45.82,0.12,0.42
1131,50.73,0.12,0.43
1132,45.99,0.12,0.44
1133,47.96,0.12,0.45
1134,43.63,0.12,0.46
1135,42.82,0.12,0.47
1136,42.79,0.12,0.48
1137,45.95,0.12,0.49
1138,46.37,0.12,0.5
1139,42.4,0.12,0.51
1140,43.41,0.12,0.52
1141,44.03,0.12,0.53
1142,40.87,0.12,0.54
1143,36.01,0.12,0.55
1144,42.03,0.12,0.56
1145,36.36,0.12,0.57
1146,39.33,0.12,0.58
1147,39.61,0.12,0.59
1148,36.29,0.12,0.6
1149,34.61,0.12,0.61
1150,34.93,0.12,0.62
1151,39.77,0.12,0.63
1152,35.66,0.12,0.64
1153,36.51,0.12,0.65
1154,33.34,0.12,0.66
1155,36.09,0.12,0.67
1156,35.92,0.12,0.68
1157,33.85,0.12,0.69
1158,38.1,0.12,0.7
1159,34.79,0.12,0.71
1160,30.7,0.12,0.72
1161,37.95,0.12,0.73
1162,33.32,0.12,0.74
1163,25.21,0.12,0.75
1164,32.4,0.12,0.76
1165,31.71,0.12,0.77
1166,31.79,0.12,0.78
1167,33.81,0.12,0.79
1168,36.43,0.12,0.8
1169,30.13,0.12,0.81
1170,30.81,0.12,0.82
1171,34.22,0.12,0.83
1172,22.61,0.12,0.84
1173,25.82,0.12,0.85
1174,25.31,0.12,0.86
1175,27.09,0.12,0.87
1176,28.42,0.12,0.88
1177,26.5,0.12,0.89
1178,25.36,0.12,0.9
1179,23.65,0.12,0.91
1180,17.44,0.12,0.92
1181,27.16,0.12,0.93
1182,15.14,0.12,0.94
1183,20.9,0.12,0.95
1184,20.22,0.12,0.96
1185,21.63,0.12,0.97
1186,31.24,0.12,0.98
1187,18.84,0.12,0.99
1188,97.99,0.13,0.01
1189,98.2,0.13,0.02
1190,97.63,0.13,0.03
1191,98.04,0.13,0.04
1192,97.99,0.13,0.05
1193,97.63,0.13,0.06
1194,97.53,0.13,0.07
1195,97.17,0.13,0.08
1196,97.79,0.13,0.09
1197,95.68,0.13,0.1
1198,96.29,0.13,0.11
1199,94.58,0.13,0.12
1200,92.16,0.13,0.13
1201,91.83,0.13,0.14
1202,90.09,0.13,0.15
1203,82.31,0.13,0.16
1204,83.9,0.13,0.17
1205,81.63,0.13,0.18
1206,77.39,0.13,0.19
1207,77.77,0.13,0.2
1208,71.36,0.13,0.21
1209,67.49,0.13,0.22
1210,71.07,0.13,0.23
1211,71.12,0.13,0.24
1212,64.52,0.13,0.25
1213,67.78,0.13,0.26
1214,65.8,0.13,0.27
1215,63.6,0.13,0.28
1216,61.2,0.13,0.29
1217,59.55,0.13,0.3
1218,61.05,0.13,0.31
1219,59.04,0.13,0.32
1220,57.16,0.13,0.33
1221,56.08,0.13,0.34
1222,53.5,0.13,0.35
1223,55.77,0.13,0.36
1224,56.44,0.13,0.37
1225,55.11,0.13,0.38
1226,56.05,0.13,0.39
1227,47.33,0.13,0.4
1228,54.74,0.13,0.41
1229,51.59,0.13,0.42
1230,49.66,0.13,0.43
1231,51,0.13,0.44
1232,50.49,0.13,0.45
1233,50.56,0.13,0.46
1234,48.51,0.13,0.47
1235,44.78,0.13,0.48
1236,47.55,0.13,0.49
1237,47.04,0.13,0.5
1238,47.89,0.13,0.51
1239,46.34,0.13,0.52
1240,43.17,0.13,0.53
1241,43.94,0.13,0.54
1242,44.73,0.13,0.55
1243,45.11,0.13,0.56
1244,42.45,0.13,0.57
1245,41.09,0.13,0.58
1246,39.53,0.13,0.59
1247,43.2,0.13,0.6
1248,43.43,0.13,0.61
1249,40.53,0.13,0.62
1250,39.91,0.13,0.63
1251,34.7,0.13,0.64
1252,39.92,0.13,0.65
1253,40.6,0.13,0.66
1254,42.54,0.13,0.67
1255,39.15,0.13,0.68
1256,39.28,0.13,0.69
1257,33.76,0.13,0.7
1258,35.13,0.13,0.71
1259,36.89,0.13,0.72
1260,37.17,0.13,0.73
1261,40.08,0.13,0.74
1262,34.61,0.13,0.75
1263,37.09,0.13,0.76
1264,36.98,0.13,0.77
1265,33.15,0.13,0.78
1266,33.49,0.13,0.79
1267,33.38,0.13,0.8
1268,36.87,0.13,0.81
1269,33.52,0.13,0.82
1270,31.18,0.13,0.83
1271,34.34,0.13,0.84
1272,36.61,0.13,0.85
1273,33.74,0.13,0.86
1274,34.24,0.13,0.87
1275,30.14,0.13,0.88
1276,25.05,0.13,0.89
1277,33.53,0.13,0.9
1278,34.38,0.13,0.91
1279,36.22,0.13,0.92
1280,29.49,0.13,0.93
1281,35.76,0.13,0.94
1282,30.38,0.13,0.95
1283,32.79,0.13,0.96
1284,32.34,0.13,0.97
1285,27.28,0.13,0.98
1286,24.55,0.13,0.99
1287,98.37,0.14,0.01
1288,98.17,0.14,0.02
1289,98.05,0.14,0.03
1290,97.93,0.14,0.04
1291,98.02,0.14,0.05
1292,97.95,0.14,0.06
1293,97.65,0.14,0.07
1294,97.25,0.14,0.08
1295,97.42,0.14,0.09
1296,96.46,0.14,0.1
1297,96,0.14,0.11
1298,96.28,0.14,0.12
1299,90.33,0.14,0.13
1300,86.26,0.14,0.14
1301,83.05,0.14,0.15
1302,86.65,0.14,0.16
1303,82.63,0.14,0.17
1304,80.52,0.14,0.18
1305,79.11,0.14,0.19
1306,75.49,0.14,0.2
1307,68.36,0.14,0.21
1308,73.05,0.14,0.22
1309,75.26,0.14,0.23
1310,71.33,0.14,0.24
1311,67.33,0.14,0.25
1312,68.18,0.14,0.26
1313,64.17,0.14,0.27
1314,64.66,0.14,0.28
1315,65.36,0.14,0.29
1316,63.87,0.14,0.3
1317,60.37,0.14,0.31
1318,63.68,0.14,0.32
1319,60.4,0.14,0.33
1320,59.94,0.14,0.34
1321,57.04,0.14,0.35
1322,57.06,0.14,0.36
1323,54.99,0.14,0.37
1324,57.39,0.14,0.38
1325,55.02,0.14,0.39
1326,52.39,0.14,0.4
1327,53.44,0.14,0.41
1328,52.08,0.14,0.42
1329,50.37,0.14,0.43
1330,51.5,0.14,0.44
1331,46.84,0.14,0.45
1332,50.06,0.14,0.46
1333,52,0.14,0.47
1334,52.39,0.14,0.48
1335,43.67,0.14,0.49
1336,48.97,0.14,0.5
1337,49.73,0.14,0.51
1338,46.67,0.14,0.52
1339,48.6,0.14,0.53
1340,48.33,0.14,0.54
1341,48.21,0.14,0.55
1342,44.01,0.14,0.56
1343,47.72,0.14,0.57
1344,47.28,0.14,0.58
1345,45.76,0.14,0.59
1346,43.39,0.14,0.6
1347,45.56,0.14,0.61
1348,42.97,0.14,0.62
1349,41.11,0.14,0.63
1350,43.65,0.14,0.64
1351,41.06,0.14,0.65
1352,39.38,0.14,0.66
1353,39.75,0.14,0.67
1354,46.3,0.14,0.68
1355,37.56,0.14,0.69
1356,44.08,0.14,0.7
1357,40.32,0.14,0.71
1358,43.69,0.14,0.72
1359,36.08,0.14,0.73
1360,40.89,0.14,0.74
1361,41.99,0.14,0.75
1362,37.57,0.14,0.76
1363,33.49,0.14,0.77
1364,36.48,0.14,0.78
1365,40.49,0.14,0.79
1366,30.7,0.14,0.8
1367,34.78,0.14,0.81
1368,39.12,0.14,0.82
1369,38.58,0.14,0.83
1370,35.99,0.14,0.84
1371,33.39,0.14,0.85
1372,42.66,0.14,0.86
1373,33.71,0.14,0.87
1374,39.11,0.14,0.88
1375,38.23,0.14,0.89
1376,35.91,0.14,0.9
1377,37.17,0.14,0.91
1378,36.49,0.14,0.92
1379,30.5,0.14,0.93
1380,32.88,0.14,0.94
1381,38.04,0.14,0.95
1382,32.95,0.14,0.96
1383,26.09,0.14,0.97
1384,33.05,0.14,0.98
1385,34.43,0.14,0.99
1386,98.01,0.15,0.01
1387,98.05,0.15,0.02
1388,98.12,0.15,0.03
1389,97.91,0.15,0.04
1390,98.04,0.15,0.05
1391,98.08,0.15,0.06
1392,97.92,0.15,0.07
1393,97.39,0.15,0.08
1394,97.21,0.15,0.09
1395,97.17,0.15,0.1
1396,94.53,0.15,0.11
1397,93.24,0.15,0.12
1398,97.59,0.15,0.13
1399,94.61,0.15,0.14
1400,85.75,0.15,0.15
1401,90.16,0.15,0.16
1402,81.99,0.15,0.17
1403,79.5,0.15,0.18
1404,79.44,0.15,0.19
1405,78.59,0.15,0.2
1406,76.04,0.15,0.21
1407,72.42,0.15,0.22
1408,72.57,0.15,0.23
1409,71.69,0.15,0.24
1410,69.05,0.15,0.25
1411,67.89,0.15,0.26
1412,69.72,0.15,0.27
1413,67.83,0.15,0.28
1414,64.53,0.15,0.29
1415,63.31,0.15,0.3
1416,62.26,0.15,0.31
1417,62.16,0.15,0.32
1418,61.62,0.15,0.33
1419,59.65,0.15,0.34
1420,58.29,0.15,0.35
1421,57.64,0.15,0.36
1422,58.05,0.15,0.37
1423,56.56,0.15,0.38
1424,55.75,0.15,0.39
1425,53.88,0.15,0.4
1426,55.72,0.15,0.41
1427,54.17,0.15,0.42
1428,53.86,0.15,0.43
1429,54.86,0.15,0.44
1430,53.45,0.15,0.45
1431,55.64,0.15,0.46
1432,52.58,0.15,0.47
1433,53.28,0.15,0.48
1434,50.65,0.15,0.49
1435,52.6,0.15,0.5
1436,50.3,0.15,0.51
1437,49.19,0.15,0.52
1438,50.04,0.15,0.53
1439,51.39,0.15,0.54
1440,49.77,0.15,0.55
1441,49.91,0.15,0.56
1442,47.98,0.15,0.57
1443,47.44,0.15,0.58
1444,43.76,0.15,0.59
1445,47.4,0.15,0.6
1446,46.82,0.15,0.61
1447,47.29,0.15,0.62
1448,44.45,0.15,0.63
1449,44.24,0.15,0.64
1450,49.09,0.15,0.65
1451,45.38,0.15,0.66
1452,45.66,0.15,0.67
1453,42.99,0.15,0.68
1454,48.76,0.15,0.69
1455,47.54,0.15,0.7
1456,44.61,0.15,0.71
1457,44.41,0.15,0.72
1458,42.07,0.15,0.73
1459,47.59,0.15,0.74
1460,41.85,0.15,0.75
1461,46.87,0.15,0.76
1462,44.31,0.15,0.77
1463,43.59,0.15,0.78
1464,44.51,0.15,0.79
1465,42.97,0.15,0.8
1466,38.04,0.15,0.81
1467,44.7,0.15,0.82
1468,42.62,0.15,0.83
1469,44.17,0.15,0.84
1470,41.86,0.15,0.85
1471,44.22,0.15,0.86
1472,40.31,0.15,0.87
1473,42.43,0.15,0.88
1474,40.35,0.15,0.89
1475,43,0.15,0.9
1476,43.91,0.15,0.91
1477,40.79,0.15,0.92
1478,38.86,0.15,0.93
1479,39.35,0.15,0.94
1480,45.8,0.15,0.95
1481,37.89,0.15,0.96
1482,38.49,0.15,0.97
1483,39.79,0.15,0.98
1484,43.02,0.15,0.99
1485,98.18,0.16,0.01
1486,98.34,0.16,0.02
1487,98.27,0.16,0.03
1488,97.65,0.16,0.04
1489,98.08,0.16,0.05
1490,98.07,0.16,0.06
1491,97.62,0.16,0.07
1492,97.76,0.16,0.08
1493,97.48,0.16,0.09
1494,96.76,0.16,0.1
1495,95.26,0.16,0.11
1496,95.79,0.16,0.12
1497,89.31,0.16,0.13
1498,94.81,0.16,0.14
1499,96.13,0.16,0.15
1500,88.57,0.16,0.16
1501,82.39,0.16,0.17
1502,81.37,0.16,0.18
1503,81.2,0.16,0.19
1504,77.78,0.16,0.2
1505,75.85,0.16,0.21
1506,76.24,0.16,0.22
1507,75.07,0.16,0.23
1508,74.15,0.16,0.24
1509,69.87,0.16,0.25
1510,69.69,0.16,0.26
1511,68.04,0.16,0.27
1512,67.27,0.16,0.28
1513,67.75,0.16,0.29
1514,65.8,0.16,0.3
1515,63.41,0.16,0.31
1516,63.62,0.16,0.32
1517,63.27,0.16,0.33
1518,63.6,0.16,0.34
1519,62.19,0.16,0.35
1520,61,0.16,0.36
1521,60.29,0.16,0.37
1522,58.44,0.16,0.38
1523,59.68,0.16,0.39
1524,59.48,0.16,0.4
1525,57.23,0.16,0.41
1526,55.99,0.16,0.42
1527,54.87,0.16,0.43
1528,57.17,0.16,0.44
1529,52.29,0.16,0.45
1530,54.19,0.16,0.46
1531,54.72,0.16,0.47
1532,54.21,0.16,0.48
1533,53.2,0.16,0.49
1534,51.53,0.16,0.5
1535,53.62,0.16,0.51
1536,48.74,0.16,0.52
1537,52.53,0.16,0.53
1538,55.16,0.16,0.54
1539,51.59,0.16,0.55
1540,51.56,0.16,0.56
1541,51.65,0.16,0.57
1542,51.5,0.16,0.58
1543,50.77,0.16,0.59
1544,53.08,0.16,0.6
1545,50.97,0.16,0.61
1546,52.74,0.16,0.62
1547,46.85,0.16,0.63
1548,52.23,0.16,0.64
1549,47.3,0.16,0.65
1550,48.66,0.16,0.66
1551,46.65,0.16,0.67
1552,44.26,0.16,0.68
1553,49.57,0.16,0.69
1554,44.21,0.16,0.7
1555,45.48,0.16,0.71
1556,44.86,0.16,0.72
1557,45.42,0.16,0.73
1558,48.07,0.16,0.74
1559,38.8,0.16,0.75
1560,44.17,0.16,0.76
1561,47.43,0.16,0.77
1562,48,0.16,0.78
1563,43.26,0.16,0.79
1564,45.74,0.16,0.8
1565,47.56,0.16,0.81
1566,45.36,0.16,0.82
1567,45.07,0.16,0.83
1568,45.12,0.16,0.84
1569,45.21,0.16,0.85
1570,41.48,0.16,0.86
1571,42.64,0.16,0.87
1572,47.55,0.16,0.88
1573,44.48,0.16,0.89
1574,46.49,0.16,0.9
1575,49.14,0.16,0.91
1576,42.22,0.16,0.92
1577,43.04,0.16,0.93
1578,45.92,0.16,0.94
1579,46.16,0.16,0.95
1580,43.87,0.16,0.96
1581,42.2,0.16,0.97
1582,44.99,0.16,0.98
1583,42.96,0.16,0.99
1584,98.22,0.17,0.01
1585,98.12,0.17,0.02
1586,98.05,0.17,0.03
1587,97.96,0.17,0.04
1588,97.78,0.17,0.05
1589,97.99,0.17,0.06
1590,97.38,0.17,0.07
1591,98.18,0.17,0.08
1592,98.15,0.17,0.09
1593,97.95,0.17,0.1
1594,96.28,0.17,0.11
1595,95.79,0.17,0.12
1596,96.35,0.17,0.13
1597,91.2,0.17,0.14
1598,88.53,0.17,0.15
1599,85.75,0.17,0.16
1600,84.08,0.17,0.17
1601,82.86,0.17,0.18
1602,81.96,0.17,0.19
1603,78,0.17,0.2
1604,77.31,0.17,0.21
1605,77.27,0.17,0.22
1606,75.34,0.17,0.23
1607,73.15,0.17,0.24
1608,74.77,0.17,0.25
1609,70.33,0.17,0.26
1610,69.14,0.17,0.27
1611,70.1,0.17,0.28
1612,67.52,0.17,0.29
1613,66.56,0.17,0.3
1614,65.91,0.17,0.31
1615,64.8,0.17,0.32
1616,63.86,0.17,0.33
1617,62.3,0.17,0.34
1618,63.26,0.17,0.35
1619,59.51,0.17,0.36
1620,61.65,0.17,0.37
1621,61.93,0.17,0.38
1622,59.13,0.17,0.39
1623,59.89,0.17,0.4
1624,60.53,0.17,0.41
1625,57.44,0.17,0.42
1626,59.35,0.17,0.43
1627,59.4,0.17,0.44
1628,58.36,0.17,0.45
1629,56.47,0.17,0.46
1630,56.55,0.17,0.47
1631,57.09,0.17,0.48
1632,56.69,0.17,0.49
1633,55.47,0.17,0.5
1634,55.04,0.17,0.51
1635,55.8,0.17,0.52
1636,53.62,0.17,0.53
1637,57.26,0.17,0.54
1638,52.06,0.17,0.55
1639,53.44,0.17,0.56
1640,51.08,0.17,0.57
1641,51.99,0.17,0.58
1642,50.93,0.17,0.59
1643,53.66,0.17,0.6
1644,52.06,0.17,0.61
1645,52.27,0.17,0.62
1646,52.29,0.17,0.63
1647,49.93,0.17,0.64
1648,49.61,0.17,0.65
1649,52.87,0.17,0.66
1650,49.97,0.17,0.67
1651,51.28,0.17,0.68
1652,49.84,0.17,0.69
1653,50.55,0.17,0.7
1654,51.44,0.17,0.71
1655,52.18,0.17,0.72
1656,50.74,0.17,0.73
1657,50.31,0.17,0.74
1658,52.12,0.17,0.75
1659,47.68,0.17,0.76
1660,50.95,0.17,0.77
1661,48.35,0.17,0.78
1662,48.05,0.17,0.79
1663,49.01,0.17,0.8
1664,50.76,0.17,0.81
1665,50.43,0.17,0.82
1666,44.88,0.17,0.83
1667,47.44,0.17,0.84
1668,49.16,0.17,0.85
1669,47.8,0.17,0.86
1670,48.25,0.17,0.87
1671,51.39,0.17,0.88
1672,45.13,0.17,0.89
1673,46.62,0.17,0.9
1674,47.75,0.17,0.91
1675,48.19,0.17,0.92
1676,49.25,0.17,0.93
1677,49.17,0.17,0.94
1678,50.29,0.17,0.95
1679,47.36,0.17,0.96
1680,46.02,0.17,0.97
1681,45.06,0.17,0.98
1682,46.9,0.17,0.99
1683,98.05,0.18,0.01
1684,98.29,0.18,0.02
1685,98.11,0.18,0.03
1686,97.98,0.18,0.04
1687,98.03,0.18,0.05
1688,98.06,0.18,0.06
1689,98.14,0.18,0.07
1690,98.02,0.18,0.08
1691,97.62,0.18,0.09
1692,97.2,0.18,0.1
1693,96.05,0.18,0.11
1694,95.14,0.18,0.12
1695,90.35,0.18,0.13
1696,88.93,0.18,0.14
1697,89.95,0.18,0.15
1698,89.45,0.18,0.16
1699,82.96,0.18,0.17
1700,80.01,0.18,0.18
1701,82.02,0.18,0.19
1702,78.85,0.18,0.2
1703,80.33,0.18,0.21
1704,76.66,0.18,0.22
1705,75.3,0.18,0.23
1706,74.45,0.18,0.24
1707,75.74,0.18,0.25
1708,71.36,0.18,0.26
1709,70.7,0.18,0.27
1710,69.43,0.18,0.28
1711,67.57,0.18,0.29
1712,68.91,0.18,0.3
1713,68.67,0.18,0.31
1714,65.53,0.18,0.32
1715,66.92,0.18,0.33
1716,63.54,0.18,0.34
1717,63.94,0.18,0.35
1718,67.32,0.18,0.36
1719,63.43,0.18,0.37
1720,63.95,0.18,0.38
1721,60.42,0.18,0.39
1722,62.3,0.18,0.4
1723,62.44,0.18,0.41
1724,60.29,0.18,0.42
1725,59.35,0.18,0.43
1726,60.72,0.18,0.44
1727,59.3,0.18,0.45
1728,59.96,0.18,0.46
1729,58.34,0.18,0.47
1730,56.04,0.18,0.48
1731,59.27,0.18,0.49
1732,58.35,0.18,0.5
1733,57.88,0.18,0.51
1734,56.27,0.18,0.52
1735,57,0.18,0.53
1736,57.19,0.18,0.54
1737,53.33,0.18,0.55
1738,54.27,0.18,0.56
1739,56.45,0.18,0.57
1740,59.2,0.18,0.58
1741,56.27,0.18,0.59
1742,54.08,0.18,0.6
1743,56.75,0.18,0.61
1744,53.66,0.18,0.62
1745,57.17,0.18,0.63
1746,54.31,0.18,0.64
1747,55.87,0.18,0.65
1748,52.65,0.18,0.66
1749,55.44,0.18,0.67
1750,51.37,0.18,0.68
1751,53.86,0.18,0.69
1752,52.27,0.18,0.7
1753,53.07,0.18,0.71
1754,52.65,0.18,0.72
1755,53,0.18,0.73
1756,55.48,0.18,0.74
1757,50.05,0.18,0.75
1758,52.93,0.18,0.76
1759,52.1,0.18,0.77
1760,49.82,0.18,0.78
1761,50.19,0.18,0.79
1762,52.38,0.18,0.8
1763,53.55,0.18,0.81
1764,53.55,0.18,0.82
1765,51.06,0.18,0.83
1766,51.72,0.18,0.84
1767,52.37,0.18,0.85
1768,52.49,0.18,0.86
1769,54.9,0.18,0.87
1770,50.08,0.18,0.88
1771,51.64,0.18,0.89
1772,51.03,0.18,0.9
1773,53.12,0.18,0.91
1774,54.47,0.18,0.92
1775,52.46,0.18,0.93
1776,53.83,0.18,0.94
1777,52.81,0.18,0.95
1778,50.89,0.18,0.96
1779,48.77,0.18,0.97
1780,47.96,0.18,0.98
1781,49.1,0.18,0.99
1782,98.33,0.19,0.01
1783,98.38,0.19,0.02
1784,98.37,0.19,0.03
1785,98.31,0.19,0.04
1786,97.89,0.19,0.05
1787,97.99,0.19,0.06
1788,98.22,0.19,0.07
1789,98.07,0.19,0.08
1790,97.5,0.19,0.09
1791,96.88,0.19,0.1
1792,97.1,0.19,0.11
1793,95.13,0.19,0.12
1794,93.93,0.19,0.13
1795,92.88,0.19,0.14
1796,89.47,0.19,0.15
1797,86.32,0.19,0.16
1798,85.47,0.19,0.17
1799,84.7,0.19,0.18
1800,80.09,0.19,0.19
1801,78.95,0.19,0.2
1802,78.51,0.19,0.21
1803,76.38,0.19,0.22
1804,75.35,0.19,0.23
1805,73.81,0.19,0.24
1806,73.11,0.19,0.25
1807,71.38,0.19,0.26
1808,74.66,0.19,0.27
1809,71.08,0.19,0.28
1810,69.18,0.19,0.29
1811,69.09,0.19,0.3
1812,65.1,0.19,0.31
1813,67.11,0.19,0.32
1814,66.83,0.19,0.33
1815,66.65,0.19,0.34
1816,66.42,0.19,0.35
1817,65.14,0.19,0.36
1818,63.02,0.19,0.37
1819,64.64,0.19,0.38
1820,63.03,0.19,0.39
1821,61.27,0.19,0.4
1822,60.36,0.19,0.41
1823,62.97,0.19,0.42
1824,60.62,0.19,0.43
1825,60,0.19,0.44
1826,61.29,0.19,0.45
1827,57.11,0.19,0.46
1828,60.21,0.19,0.47
1829,61.47,0.19,0.48
1830,60.9,0.19,0.49
1831,59.03,0.19,0.5
1832,59.15,0.19,0.51
1833,59.08,0.19,0.52
1834,58.48,0.19,0.53
1835,58.26,0.19,0.54
1836,59.43,0.19,0.55
1837,58.56,0.19,0.56
1838,57.58,0.19,0.57
1839,56.75,0.19,0.58
1840,58.12,0.19,0.59
1841,55.77,0.19,0.6
1842,55.32,0.19,0.61
1843,56.4,0.19,0.62
1844,57.58,0.19,0.63
1845,56.02,0.19,0.64
1846,55.76,0.19,0.65
1847,56.59,0.19,0.66
1848,56.98,0.19,0.67
1849,57.3,0.19,0.68
1850,55.05,0.19,0.69
1851,55.03,0.19,0.7
1852,55.42,0.19,0.71
1853,54.94,0.19,0.72
1854,53.99,0.19,0.73
1855,56.57,0.19,0.74
1856,56.17,0.19,0.75
1857,55.47,0.19,0.76
1858,55.81,0.19,0.77
1859,55.1,0.19,0.78
1860,54.13,0.19,0.79
1861,56.46,0.19,0.8
1862,53.35,0.19,0.81
1863,53.85,0.19,0.82
1864,55.91,0.19,0.83
1865,55.04,0.19,0.84
1866,53.68,0.19,0.85
1867,50.25,0.19,0.86
1868,52.34,0.19,0.87
1869,54.9,0.19,0.88
1870,54.53,0.19,0.89
1871,54.08,0.19,0.9
1872,51.79,0.19,0.91
1873,57.21,0.19,0.92
1874,52.05,0.19,0.93
1875,52.74,0.19,0.94
1876,54.34,0.19,0.95
1877,53.85,0.19,0.96
1878,54.25,0.19,0.97
1879,54.97,0.19,0.98
1880,56.73,0.19,0.99
1881,98.35,0.2,0.01
1882,98.28,0.2,0.02
1883,98.21,0.2,0.03
1884,98.34,0.2,0.04
1885,98,0.2,0.05
1886,97.72,0.2,0.06
1887,97.97,0.2,0.07
1888,98.15,0.2,0.08
1889,97.65,0.2,0.09
1890,98.04,0.2,0.1
1891,96.26,0.2,0.11
1892,94.38,0.2,0.12
1893,91.25,0.2,0.13
1894,90.69,0.2,0.14
1895,89.86,0.2,0.15
1896,86.99,0.2,0.16
1897,84.81,0.2,0.17
1898,84.96,0.2,0.18
1899,81.41,0.2,0.19
1900,79.03,0.2,0.2
1901,77.74,0.2,0.21
1902,79.9,0.2,0.22
1903,76.57,0.2,0.23
1904,76.06,0.2,0.24
1905,72.14,0.2,0.25
1906,72.6,0.2,0.26
1907,70.36,0.2,0.27
1908,72.03,0.2,0.28
1909,71.38,0.2,0.29
1910,70.06,0.2,0.3
1911,69.08,0.2,0.31
1912,68.09,0.2,0.32
1913,68.29,0.2,0.33
1914,68.75,0.2,0.34
1915,66.21,0.2,0.35
1916,66.4,0.2,0.36
1917,67.42,0.2,0.37
1918,65.06,0.2,0.38
1919,64.5,0.2,0.39
1920,65.42,0.2,0.4
1921,63.06,0.2,0.41
1922,63.82,0.2,0.42
1923,63.9,0.2,0.43
1924,59.99,0.2,0.44
1925,62.73,0.2,0.45
1926,61.54,0.2,0.46
1927,60.88,0.2,0.47
1928,61.73,0.2,0.48
1929,60.63,0.2,0.49
1930,63.31,0.2,0.5
1931,61.75,0.2,0.51
1932,60.77,0.2,0.52
1933,61.35,0.2,0.53
1934,58.95,0.2,0.54
