id,mean_predators,ph,pp
1158,24.76,0.12,0.7
1159,22.6,0.12,0.71
1160,20.38,0.12,0.72
1161,23.12,0.12,0.73
1162,20.77,0.12,0.74
1163,16.75,0.12,0.75
1164,21.18,0.12,0.76
1165,21.7,0.12,0.77
1166,20.59,0.12,0.78
1167,23.75,0.12,0.79
1168,22.42,0.12,0.8
1169,19.36,0.12,0.81
1170,22.32,0.12,0.82
1171,24.14,0.12,0.83
1172,16.36,0.12,0.84
1173,17.87,0.12,0.85
1174,18.28,0.12,0.86
1175,18.67,0.12,0.87
1176,12.96,0.12,0.88
1177,18.63,0.12,0.89
1178,17.51,0.12,0.9
1179,17.32,0.12,0.91
1180,12.5,0.12,0.92
1181,20.34,0.12,0.93
1182,10.64,0.12,0.94
1183,15.4,0.12,0.95
1184,15.12,0.12,0.96
1185,15.46,0.12,0.97
1186,23.84,0.12,0.98
1187,14.04,0.12,0.99
1188,0.4,0.13,0.01
1189,0.4,0.13,0.02
1190,1.04,0.13,0.03
1191,0.52,0.13,0.04
1192,0.56,0.13,0.05
1193,0.84,0.13,0.06
1194,1,0.13,0.07
1195,1.52,0.13,0.08
1196,0.92,0.13,0.09
1197,2.76,0.13,0.1
1198,2.04,0.13,0.11
1199,3.8,0.13,0.12
1200,8.54,0.13,0.13
1201,7.92,0.13,0.14
1202,9.74,0.13,0.15
1203,16.97,0.13,0.16
1204,15.84,0.13,0.17
1205,17.81,0.13,0.18
1206,20.02,0.13,0.19
1207,17.97,0.13,0.2
1208,21.86,0.13,0.21
1209,22.16,0.13,0.22
1210,23.54,0.13,0.23
1211,23.31,0.13,0.24
1212,25.68,0.13,0.25
1213,23.64,0.13,0.26
1214,24.39,0.13,0.27
1215,26.25,0.13,0.28
1216,25.23,0.13,0.29
1217,27.93,0.13,0.3
1218,28.18,0.13,0.31
1219,25.77,0.13,0.32
1220,25.61,0.13,0.33
1221,25.42,0.13,0.34
1222,25.88,0.13,0.35
1223,27.39,0.13,0.36
1224,26.79,0.13,0.37
1225,27.67,0.13,0.38
1226,28.2,0.13,0.39
1227,26.62,0.13,0.4
1228,24.65,0.13,0.41
1229,27.78,0.13,0.42
1230,25.98,0.13,0.43
1231,26.56,0.13,0.44
1232,26.98,0.13,0.45
1233,27.58,0.13,0.46
1234,26.15,0.13,0.47
1235,26.48,0.13,0.48
1236,28.24,0.13,0.49
1237,27.39,0.13,0.5
1238,26.48,0.13,0.51
1239,28.04,0.13,0.52
1240,25.14,0.13,0.53
1241,25.19,0.13,0.54
1242,26.71,0.13,0.55
1243,25.07,0.13,0.56
1244,23.25,0.13,0.57
1245,25.89,0.13,0.58
1246,23.33,0.13,0.59
1247,27.01,0.13,0.6
1248,28.08,0.13,0.61
1249,25.63,0.13,0.62
1250,24.48,0.13,0.63
1251,20,0.13,0.64
1252,26.67,0.13,0.65
1253,25.76,0.13,0.66
1254,27.69,0.13,0.67
1255,25.95,0.13,0.68
1256,25.21,0.13,0.69
1257,21.95,0.13,0.7
1258,23.15,0.13,0.71
1259,24.41,0.13,0.72
1260,25.61,0.13,0.73
1261,27.32,0.13,0.74
1262,22.7,0.13,0.75
1263,25.05,0.13,0.76
1264,25,0.13,0.77
1265,23.61,0.13,0.78
1266,23.58,0.13,0.79
1267,23.17,0.13,0.8
1268,26.14,0.13,0.81
1269,20.95,0.13,0.82
1270,22.33,0.13,0.83
1271,22.93,0.13,0.84
1272,26.13,0.13,0.85
1273,25.15,0.13,0.86
1274,25.26,0.13,0.87
1275,22.24,0.13,0.88
1276,18.1,0.13,0.89
1277,25.11,0.13,0.9
1278,25.8,0.13,0.91
1279,26.46,0.13,0.92
1280,22.37,0.13,0.93
1281,26.41,0.13,0.94
1282,22.88,0.13,0.95
1283,24.9,0.13,0.96
1284,24.55,0.13,0.97
1285,20.69,0.13,0.98
1286,18.58,0.13,0.99
1287,0.44,0.14,0.01
1288,0.48,0.14,0.02
1289,0.44,0.14,0.03
1290,0.88,0.14,0.04
1291,0.88,0.14,0.05
1292,0.68,0.14,0.06
1293,1.2,0.14,0.07
1294,1.64,0.14,0.08
1295,1.64,0.14,0.09
1296,2.56,0.14,0.1
1297,3.12,0.14,0.11
1298,2.44,0.14,0.12
1299,10.82,0.14,0.13
1300,13.04,0.14,0.14
1301,16.85,0.14,0.15
1302,14.87,0.14,0.16
1303,17.13,0.14,0.17
1304,20.31,0.14,0.18
1305,19.95,0.14,0.19
1306,23.35,0.14,0.2
1307,25.34,0.14,0.21
1308,24.8,0.14,0.22
1309,22.93,0.14,0.23
1310,25.58,0.14,0.24
1311,22.48,0.14,0.25
1312,26.57,0.14,0.26
1313,26.87,0.14,0.27
1314,28.29,0.14,0.28
1315,26.28,0.14,0.29
1316,27.2,0.14,0.3
1317,27.73,0.14,0.31
1318,27.7,0.14,0.32
1319,28.08,0.14,0.33
1320,29.27,0.14,0.34
1321,28.72,0.14,0.35
1322,27.07,0.14,0.36
1323,27.46,0.14,0.37
1324,28.78,0.14,0.38
1325,29.32,0.14,0.39
1326,27.33,0.14,0.4
1327,28.97,0.14,0.41
1328,29.54,0.14,0.42
1329,27.79,0.14,0.43
1330,30.06,0.14,0.44
1331,26.15,0.14,0.45
1332,24.58,0.14,0.46
1333,30.04,0.14,0.47
1334,31.69,0.14,0.48
1335,22.57,0.14,0.49
1336,28.54,0.14,0.5
1337,29.15,0.14,0.51
1338,29.07,0.14,0.52
1339,27.82,0.14,0.53
1340,27.03,0.14,0.54
1341,29.78,0.14,0.55
1342,27.55,0.14,0.56
1343,29.87,0.14,0.57
1344,30.97,0.14,0.58
1345,27.97,0.14,0.59
1346,28.77,0.14,0.6
1347,30.65,0.14,0.61
1348,29.1,0.14,0.62
1349,28.82,0.14,0.63
1350,28.61,0.14,0.64
1351,27.74,0.14,0.65
1352,25.96,0.14,0.66
1353,27.48,0.14,0.67
1354,30.94,0.14,0.68
1355,23.99,0.14,0.69
1356,30.72,0.14,0.7
1357,27.41,0.14,0.71
1358,30.23,0.14,0.72
1359,25.41,0.14,0.73
1360,28.91,0.14,0.74
1361,29.56,0.14,0.75
1362,26.8,0.14,0.76
1363,23.53,0.14,0.77
1364,25.93,0.14,0.78
1365,29.49,0.14,0.79
1366,22.46,0.14,0.8
1367,25.3,0.14,0.81
1368,28.61,0.14,0.82
1369,27.49,0.14,0.83
1370,26.61,0.14,0.84
1371,24.37,0.14,0.85
1372,30.48,0.14,0.86
1373,23.2,0.14,0.87
1374,29.1,0.14,0.88
1375,28.5,0.14,0.89
1376,26.8,0.14,0.9
1377,27.8,0.14,0.91
1378,27.71,0.14,0.92
1379,23.04,0.14,0.93
1380,24.89,0.14,0.94
1381,29.15,0.14,0.95
1382,25.09,0.14,0.96
1383,19.83,0.14,0.97
1384,25.31,0.14,0.98
1385,26.35,0.14,0.99
1386,0.48,0.15,0.01
1387,0.52,0.15,0.02
1388,0.52,0.15,0.03
1389,0.76,0.15,0.04
1390,0.84,0.15,0.05
1391,0.6,0.15,0.06
1392,0.84,0.15,0.07
1393,1.28,0.15,0.08
1394,1.52,0.15,0.09
1395,1.28,0.15,0.1
1396,6.72,0.15,0.11
1397,7.83,0.15,0.12
1398,0.92,0.15,0.13
1399,3.72,0.15,0.14
1400,16.6,0.15,0.15
1401,9.28,0.15,0.16
1402,17.56,0.15,0.17
1403,22.19,0.15,0.18
1404,22.19,0.15,0.19
1405,23.98,0.15,0.2
1406,22.37,0.15,0.21
1407,28.61,0.15,0.22
1408,26.86,0.15,0.23
1409,27.94,0.15,0.24
1410,30.33,0.15,0.25
1411,28.25,0.15,0.26
1412,27.69,0.15,0.27
1413,27,0.15,0.28
1414,30.05,0.15,0.29
1415,31.1,0.15,0.3
1416,30.57,0.15,0.31
1417,29.99,0.15,0.32
1418,32.48,0.15,0.33
1419,28.2,0.15,0.34
1420,29.46,0.15,0.35
1421,30.02,0.15,0.36
1422,30.35,0.15,0.37
1423,31.5,0.15,0.38
1424,29.92,0.15,0.39
1425,29.36,0.15,0.4
1426,31.44,0.15,0.41
1427,29.94,0.15,0.42
1428,29.45,0.15,0.43
1429,30.78,0.15,0.44
1430,31.13,0.15,0.45
1431,31.39,0.15,0.46
1432,31.18,0.15,0.47
1433,33.92,0.15,0.48
1434,31.42,0.15,0.49
1435,33.64,0.15,0.5
1436,31.21,0.15,0.51
1437,31.34,0.15,0.52
1438,31.76,0.15,0.53
1439,31.18,0.15,0.54
1440,31,0.15,0.55
1441,31.33,0.15,0.56
1442,31.13,0.15,0.57
1443,31.93,0.15,0.58
1444,29.27,0.15,0.59
1445,31.26,0.15,0.6
1446,30.5,0.15,0.61
1447,31.32,0.15,0.62
1448,29.93,0.15,0.63
1449,30.41,0.15,0.64
1450,33.24,0.15,0.65
1451,29.66,0.15,0.66
1452,32.02,0.15,0.67
1453,28.95,0.15,0.68
1454,33.94,0.15,0.69
1455,32.84,0.15,0.7
1456,31.7,0.15,0.71
1457,31.44,0.15,0.72
1458,28.93,0.15,0.73
1459,33.78,0.15,0.74
1460,29.98,0.15,0.75
1461,33.52,0.15,0.76
1462,32.12,0.15,0.77
1463,30.76,0.15,0.78
1464,32.79,0.15,0.79
1465,31.14,0.15,0.8
1466,27.07,0.15,0.81
1467,32.97,0.15,0.82
1468,31.1,0.15,0.83
1469,32.41,0.15,0.84
1470,31.19,0.15,0.85
1471,33.14,0.15,0.86
1472,30.12,0.15,0.87
1473,31.84,0.15,0.88
1474,30.3,0.15,0.89
1475,32.84,0.15,0.9
1476,33.56,0.15,0.91
1477,30.77,0.15,0.92
1478,29.21,0.15,0.93
1479,29.97,0.15,0.94
1480,35.04,0.15,0.95
1481,28.91,0.15,0.96
1482,29.38,0.15,0.97
1483,30.48,0.15,0.98
1484,33.12,0.15,0.99
1485,0.4,0.16,0.01
1486,0.44,0.16,0.02
1487,0.72,0.16,0.03
1488,1.16,0.16,0.04
1489,0.6,0.16,0.05
1490,0.72,0.16,0.06
1491,1.52,0.16,0.07
1492,0.92,0.16,0.08
1493,1.64,0.16,0.09
1494,2.24,0.16,0.1
1495,4.32,0.16,0.11
1496,4.08,0.16,0.12
1497,12.98,0.16,0.13
1498,5.84,0.16,0.14
1499,3.44,0.16,0.15
1500,12.74,0.16,0.16
1501,20.06,0.16,0.17
1502,24.59,0.16,0.18
1503,22.66,0.16,0.19
1504,23.95,0.16,0.2
1505,26.33,0.16,0.21
1506,25.02,0.16,0.22
1507,24.99,0.16,0.23
1508,25.6,0.16,0.24
1509,26.94,0.16,0.25
1510,25.8,0.16,0.26
1511,31.09,0.16,0.27
1512,29.53,0.16,0.28
1513,30.62,0.16,0.29
1514,31.05,0.16,0.3
1515,30.94,0.16,0.31
1516,32.78,0.16,0.32
1517,33.94,0.16,0.33
1518,31.49,0.16,0.34
1519,32.16,0.16,0.35
1520,33.51,0.16,0.36
1521,32.66,0.16,0.37
1522,32,0.16,0.38
1523,32.61,0.16,0.39
1524,32.77,0.16,0.4
1525,33.16,0.16,0.41
1526,31.81,0.16,0.42
1527,32.6,0.16,0.43
1528,32.83,0.16,0.44
1529,30.49,0.16,0.45
1530,33.39,0.16,0.46
1531,34.19,0.16,0.47
1532,33.47,0.16,0.48
1533,33.44,0.16,0.49
1534,30.92,0.16,0.5
1535,33.57,0.16,0.51
1536,30.36,0.16,0.52
1537,34.2,0.16,0.53
1538,36.99,0.16,0.54
1539,33.13,0.16,0.55
1540,33.81,0.16,0.56
1541,34.59,0.16,0.57
1542,34.33,0.16,0.58
1543,33.51,0.16,0.59
1544,36.43,0.16,0.6
1545,35.08,0.16,0.61
1546,35.87,0.16,0.62
1547,31.9,0.16,0.63
1548,36.03,0.16,0.64
1549,32.64,0.16,0.65
1550,33.42,0.16,0.66
1551,32.61,0.16,0.67
1552,30.52,0.16,0.68
1553,35.06,0.16,0.69
1554,31.81,0.16,0.7
1555,32.57,0.16,0.71
1556,30.62,0.16,0.72
1557,32.7,0.16,0.73
1558,34.69,0.16,0.74
1559,27.6,0.16,0.75
1560,31.8,0.16,0.76
1561,34.31,0.16,0.77
1562,35.64,0.16,0.78
1563,31.27,0.16,0.79
1564,33.72,0.16,0.8
1565,35.52,0.16,0.81
1566,34.21,0.16,0.82
1567,33.33,0.16,0.83
1568,33.29,0.16,0.84
1569,33.21,0.16,0.85
1570,30.9,0.16,0.86
1571,31.96,0.16,0.87
1572,36.38,0.16,0.88
1573,33.61,0.16,0.89
1574,35.13,0.16,0.9
1575,37.65,0.16,0.91
1576,32.18,0.16,0.92
1577,32.93,0.16,0.93
1578,35.42,0.16,0.94
1579,35.48,0.16,0.95
1580,33.53,0.16,0.96
1581,32.45,0.16,0.97
1582,34.76,0.16,0.98
1583,33.22,0.16,0.99
1584,0.44,0.17,0.01
1585,0.52,0.17,0.02
1586,0.56,0.17,0.03
1587,0.72,0.17,0.04
1588,1.32,0.17,0.05
1589,0.68,0.17,0.06
1590,1.84,0.17,0.07
1591,0.64,0.17,0.08
1592,0.56,0.17,0.09
1593,0.88,0.17,0.1
1594,3.68,0.17,0.11
1595,3.6,0.17,0.12
1596,3.32,0.17,0.13
1597,11.24,0.17,0.14
1598,14.77,0.17,0.15
1599,17.22,0.17,0.16
1600,18.61,0.17,0.17
1601,22.82,0.17,0.18
1602,22.93,0.17,0.19
1603,26.37,0.17,0.2
1604,25.81,0.17,0.21
1605,27.35,0.17,0.22
1606,28.12,0.17,0.23
1607,29.4,0.17,0.24
1608,28.76,0.17,0.25
1609,30.44,0.17,0.26
1610,30.39,0.17,0.27
1611,33.59,0.17,0.28
1612,31.62,0.17,0.29
1613,31.6,0.17,0.3
1614,32.51,0.17,0.31
1615,34.24,0.17,0.32
1616,31.05,0.17,0.33
1617,33.17,0.17,0.34
1618,34.58,0.17,0.35
1619,32.82,0.17,0.36
1620,31.97,0.17,0.37
1621,33.07,0.17,0.38
1622,34.05,0.17,0.39
1623,34.45,0.17,0.4
1624,34.98,0.17,0.41
1625,34.16,0.17,0.42
1626,35.12,0.17,0.43
1627,34.84,0.17,0.44
1628,36.37,0.17,0.45
1629,35.75,0.17,0.46
1630,34.99,0.17,0.47
1631,35.64,0.17,0.48
1632,35.22,0.17,0.49
1633,34.5,0.17,0.5
1634,35.44,0.17,0.51
1635,36.36,0.17,0.52
1636,34.19,0.17,0.53
1637,38.01,0.17,0.54
1638,34.08,0.17,0.55
1639,35.94,0.17,0.56
1640,35.17,0.17,0.57
1641,35.15,0.17,0.58
1642,34.75,0.17,0.59
1643,37.41,0.17,0.6
1644,35.8,0.17,0.61
1645,36.1,0.17,0.62
1646,36.47,0.17,0.63
1647,35.31,0.17,0.64
1648,34.82,0.17,0.65
1649,38.08,0.17,0.66
1650,34.82,0.17,0.67
1651,35.25,0.17,0.68
1652,35.49,0.17,0.69
1653,35.94,0.17,0.7
1654,37.1,0.17,0.71
1655,38.12,0.17,0.72
1656,36.96,0.17,0.73
1657,36.14,0.17,0.74
1658,38.58,0.17,0.75
1659,35.4,0.17,0.76
1660,37.78,0.17,0.77
1661,35.98,0.17,0.78
1662,35.57,0.17,0.79
1663,36.88,0.17,0.8
1664,38.21,0.17,0.81
1665,37.45,0.17,0.82
1666,33.33,0.17,0.83
1667,36.05,0.17,0.84
1668,37.12,0.17,0.85
1669,35.99,0.17,0.86
1670,36.45,0.17,0.87
1671,39.32,0.17,0.88
1672,34.26,0.17,0.89
1673,35.4,0.17,0.9
1674,35.99,0.17,0.91
1675,37.05,0.17,0.92
1676,37.94,0.17,0.93
1677,37.78,0.17,0.94
1678,38.78,0.17,0.95
1679,36.54,0.17,0.96
1680,35.51,0.17,0.97
1681,34.76,0.17,0.98
1682,36.25,0.17,0.99
1683,0.56,0.18,0.01
1684,0.48,0.18,0.02
1685,0.64,0.18,0.03
1686,0.84,0.18,0.04
1687,0.84,0.18,0.05
1688,0.84,0.18,0.06
1689,0.64,0.18,0.07
1690,0.96,0.18,0.08
1691,1.68,0.18,0.09
1692,2.76,0.18,0.1
1693,4.8,0.18,0.11
1694,6.96,0.18,0.12
1695,14.1,0.18,0.13
1696,14.87,0.18,0.14
1697,13.16,0.18,0.15
1698,12.65,0.18,0.16
1699,22.58,0.18,0.17
1700,25.44,0.18,0.18
1701,23.53,0.18,0.19
1702,27.35,0.18,0.2
1703,25.35,0.18,0.21
1704,28.16,0.18,0.22
1705,28.48,0.18,0.23
1706,31.92,0.18,0.24
1707,28.05,0.18,0.25
1708,33.34,0.18,0.26
1709,31.88,0.18,0.27
1710,30.04,0.18,0.28
1711,34.41,0.18,0.29
1712,34.16,0.18,0.3
1713,33.91,0.18,0.31
1714,33.19,0.18,0.32
1715,33.89,0.18,0.33
1716,35.12,0.18,0.34
1717,33.53,0.18,0.35
1718,33.73,0.18,0.36
1719,36.05,0.18,0.37
1720,34.56,0.18,0.38
1721,35.31,0.18,0.39
1722,37.8,0.18,0.4
1723,37.87,0.18,0.41
1724,36.57,0.18,0.42
1725,36.21,0.18,0.43
1726,37.14,0.18,0.44
1727,36.86,0.18,0.45
1728,39.86,0.18,0.46
1729,35.71,0.18,0.47
1730,35.42,0.18,0.48
1731,39.18,0.18,0.49
1732,38.33,0.18,0.5
1733,37.08,0.18,0.51
1734,37.41,0.18,0.52
1735,38.05,0.18,0.53
1736,38.91,0.18,0.54
1737,35.38,0.18,0.55
1738,37.08,0.18,0.56
1739,38.92,0.18,0.57
1740,41.28,0.18,0.58
1741,38.76,0.18,0.59
1742,37.34,0.18,0.6
1743,39.58,0.18,0.61
1744,37.65,0.18,0.62
1745,40.21,0.18,0.63
1746,38.82,0.18,0.64
1747,39.58,0.18,0.65
1748,37.46,0.18,0.66
1749,39.78,0.18,0.67
1750,36.75,0.18,0.68
1751,38.96,0.18,0.69
1752,38.03,0.18,0.7
1753,38.97,0.18,0.71
1754,39.14,0.18,0.72
1755,38.53,0.18,0.73
1756,41.09,0.18,0.74
1757,36.61,0.18,0.75
1758,39.37,0.18,0.76
1759,38.74,0.18,0.77
1760,37.18,0.18,0.78
1761,37.79,0.18,0.79
1762,39.62,0.18,0.8
1763,40,0.18,0.81
1764,40.57,0.18,0.82
1765,38.68,0.18,0.83
1766,39.14,0.18,0.84
1767,39.49,0.18,0.85
1768,39.79,0.18,0.86
1769,42.11,0.18,0.87
1770,38.44,0.18,0.88
1771,39.65,0.18,0.89
1772,38.92,0.18,0.9
1773,40.45,0.18,0.91
1774,42.06,0.18,0.92
1775,40.58,0.18,0.93
1776,41.62,0.18,0.94
1777,40.79,0.18,0.95
1778,39.27,0.18,0.96
1779,37.45,0.18,0.97
1780,37.14,0.18,0.98
1781,38.05,0.18,0.99
1782,0.52,0.19,0.01
1783,0.48,0.19,0.02
1784,0.48,0.19,0.03
1785,0.56,0.19,0.04
1786,1.08,0.19,0.05
1787,1.2,0.19,0.06
1788,0.76,0.19,0.07
1789,1.32,0.19,0.08
1790,2.16,0.19,0.09
1791,3.4,0.19,0.1
1792,2.56,0.19,0.11
1793,7.11,0.19,0.12
1794,8.27,0.19,0.13
1795,9.23,0.19,0.14
1796,14.47,0.19,0.15
1797,19.76,0.19,0.16
1798,20.56,0.19,0.17
1799,22.03,0.19,0.18
1800,25.94,0.19,0.19
1801,24.88,0.19,0.2
1802,29.27,0.19,0.21
1803,28.08,0.19,0.22
1804,32.01,0.19,0.23
1805,31.35,0.19,0.24
1806,32.46,0.19,0.25
1807,31.9,0.19,0.26
1808,33.08,0.19,0.27
1809,33.93,0.19,0.28
1810,35.77,0.19,0.29
1811,34.85,0.19,0.3
1812,37.09,0.19,0.31
1813,33.08,0.19,0.32
1814,36.77,0.19,0.33
1815,38.09,0.19,0.34
1816,36.61,0.19,0.35
1817,36.67,0.19,0.36
1818,38.05,0.19,0.37
1819,35.93,0.19,0.38
1820,38.23,0.19,0.39
1821,37.06,0.19,0.4
1822,35.44,0.19,0.41
1823,38.87,0.19,0.42
1824,37.41,0.19,0.43
1825,37.23,0.19,0.44
1826,38.18,0.19,0.45
1827,37.24,0.19,0.46
1828,38.56,0.19,0.47
1829,40.6,0.19,0.48
1830,38.78,0.19,0.49
1831,37.06,0.19,0.5
1832,39.14,0.19,0.51
1833,38.59,0.19,0.52
1834,40.77,0.19,0.53
1835,40.14,0.19,0.54
1836,39.91,0.19,0.55
1837,39.94,0.19,0.56
1838,39.8,0.19,0.57
1839,38.93,0.19,0.58
1840,40.09,0.19,0.59
1841,38.83,0.19,0.6
1842,38.64,0.19,0.61
1843,39.62,0.19,0.62
1844,41.68,0.19,0.63
1845,39.49,0.19,0.64
1846,39.81,0.19,0.65
1847,40.41,0.19,0.66
1848,41.64,0.19,0.67
1849,42.06,0.19,0.68
1850,40.16,0.19,0.69
1851,39.79,0.19,0.7
1852,40.83,0.19,0.71
1853,40.44,0.19,0.72
1854,39.54,0.19,0.73
1855,42.36,0.19,0.74
1856,42.21,0.19,0.75
1857,41.13,0.19,0.76
1858,41.45,0.19,0.77
1859,41.01,0.19,0.78
1860,40.41,0.19,0.79
1861,42.65,0.19,0.8
1862,39.98,0.19,0.81
1863,40.55,0.19,0.82
1864,42.44,0.19,0.83
1865,41.91,0.19,0.84
1866,40.75,0.19,0.85
1867,38.2,0.19,0.86
1868,39.85,0.19,0.87
1869,41.98,0.19,0.88
1870,41.9,0.19,0.89
1871,41.37,0.19,0.9
1872,39.75,0.19,0.91
1873,44.31,0.19,0.92
1874,40.26,0.19,0.93
1875,40.77,0.19,0.94
1876,42.06,0.19,0.95
1877,41.64,0.19,0.96
1878,42.06,0.19,0.97
1879,42.71,0.19,0.98
1880,44.12,0.19,0.99
1881,0.4,0.2,0.01
1882,0.44,0.2,0.02
1883,0.68,0.2,0.03
1884,0.68,0.2,0.04
1885,0.72,0.2,0.05
1886,1.88,0.2,0.06
1887,1.24,0.2,0.07
1888,0.88,0.2,0.08
1889,1.6,0.2,0.09
1890,1.08,0.2,0.1
1891,4.6,0.2,0.11
1892,7.8,0.2,0.12
1893,13.57,0.2,0.13
1894,13.42,0.2,0.14
1895,16.01,0.2,0.15
1896,20.91,0.2,0.16
1897,23.39,0.2,0.17
1898,21.45,0.2,0.18
1899,26.39,0.2,0.19
1900,30.38,0.2,0.2
1901,30.13,0.2,0.21
1902,30.34,0.2,0.22
1903,32.58,0.2,0.23
1904,30.62,0.2,0.24
1905,32.39,0.2,0.25
1906,34.04,0.2,0.26
1907,36.97,0.2,0.27
1908,35,0.2,0.28
1909,34.31,0.2,0.29
1910,36.58,0.2,0.3
1911,36.57,0.2,0.31
1912,35.35,0.2,0.32
1913,38.48,0.2,0.33
1914,37.89,0.2,0.34
1915,36.54,0.2,0.35
1916,38.18,0.2,0.36
1917,37.97,0.2,0.37
1918,37.05,0.2,0.38
1919,40.1,0.2,0.39
1920,40,0.2,0.4
1921,38.88,0.2,0.41
1922,39.78,0.2,0.42
1923,40.47,0.2,0.43
1924,37.65,0.2,0.44
1925,39.28,0.2,0.45
1926,39.08,0.2,0.46
1927,41.07,0.2,0.47
1928,39.79,0.2,0.48
1929,39.88,0.2,0.49
1930,43.07,0.2,0.5
1931,41.94,0.2,0.51
1932,41.76,0.2,0.52
1933,42.03,0.2,0.53
1934,40.07,0.2,0.54
1935,40.68,0.2,0.55
1936,40.19,0.2,0.56
1937,40.15,0.2,0.57
1938,42.79,0.2,0.58
1939,38.45,0.2,0.59
1940,42.71,0.2,0.6
1941,42.02,0.2,0.61
1942,42.24,0.2,0.62
1943,42.24,0.2,0.63
1944,43.77,0.2,0.64
1945,43.35,0.2,0.65
1946,41.28,0.2,0.66
1947,42.1,0.2,0.67
1948,43.27,0.2,0.68
1949,43.43,0.2,0.69
1950,41.54,0.2,0.7
1951,41.42,0.2,0.71
1952,41.64,0.2,0.72
1953,41.97,0.2,0.73
1954,42.59,0.2,0.74
1955,43.33,0.2,0.75
1956,44.68,0.2,0.76
1957,43.45,0.2,0.77
1958,43.09,0.2,0.78
1959,44.98,0.2,0.79
1960,43.89,0.2,0.8
1961,44.07,0.2,0.81
1962,44.54,0.2,0.82
1963,44.92,0.2,0.83
1964,44.96,0.2,0.84
1965,44.47,0.2,0.85
1966,44.59,0.2,0.86
1967,42.46,0.2,0.87
1968,44.3,0.2,0.88
1969,43.59,0.2,0.89
1970,42.98,0.2,0.9
1971,43.15,0.2,0.91
1972,41.29,0.2,0.92
1973,45.09,0.2,0.93
1974,43.33,0.2,0.94
1975,42.28,0.2,0.95
1976,44.71,0.2,0.96
1977,42.59,0.2,0.97
1978,44.59,0.2,0.98
1979,44.18,0.2,0.99
1980,0.48,0.21,0.01
1981,0.68,0.21,0.02
1982,0.92,0.21,0.03
1983,0.64,0.21,0.04
1984,1,0.21,0.05
1985,0.8,0.21,0.06
1986,1.12,0.21,0.07
1987,2.48,0.21,0.08
1988,1.48,0.21,0.09
1989,3,0.21,0.1
1990,2.56,0.21,0.11
1991,2.16,0.21,0.12
1992,12.75,0.21,0.13
1993,13.64,0.21,0.14
1994,20.48,0.21,0.15
1995,20.45,0.21,0.16
1996,24.25,0.21,0.17
1997,26.43,0.21,0.18
1998,27.73,0.21,0.19
1999,30.46,0.21,0.2
2000,31.61,0.21,0.21
2001,30.72,0.21,0.22
2002,32.05,0.21,0.23
2003,32.81,0.21,0.24
2004,33.49,0.21,0.25
2005,35.52,0.21,0.26
2006,36.88,0.21,0.27
2007,36.8,0.21,0.28
2008,35.66,0.21,0.29
2009,36.14,0.21,0.3
2010,38.09,0.21,0.31
2011,37.08,0.21,0.32
2012,36.65,0.21,0.33
2013,39.83,0.21,0.34
2014,38.65,0.21,0.35
2015,38.63,0.21,0.36
2016,39.62,0.21,0.37
2017,39.81,0.21,0.38
2018,38.75,0.21,0.39
2019,40.45,0.21,0.4
2020,38.38,0.21,0.41
2021,39.28,0.21,0.42
2022,39.95,0.21,0.43
2023,41.87,0.21,0.44
2024,40.46,0.21,0.45
2025,41.43,0.21,0.46
2026,42.17,0.21,0.47
2027,40.62,0.21,0.48
2028,40.98,0.21,0.49
2029,41.81,0.21,0.5
2030,43.06,0.21,0.51
2031,41.27,0.21,0.52
2032,43.48,0.21,0.53
2033,43.67,0.21,0.54
2034,44.6,0.21,0.55
2035,42.01,0.21,0.56
2036,41.53,0.21,0.57
2037,43.14,0.21,0.58
2038,45.41,0.21,0.59
2039,43.69,0.21,0.6
2040,43.18,0.21,0.61
2041,43.85,0.21,0.62
2042,44.71,0.21,0.63
2043,41.57,0.21,0.64
2044,41.83,0.21,0.65
2045,44.04,0.21,0.66
2046,45.64,0.21,0.67
2047,42.56,0.21,0.68
2048,45.45,0.21,0.69
2049,44.16,0.21,0.7
2050,44.18,0.21,0.71
2051,44.69,0.21,0.72
2052,44.54,0.21,0.73
2053,43.61,0.21,0.74
2054,44.68,0.21,0.75
2055,44.27,0.21,0.76
2056,44.57,0.21,0.77
2057,44.07,0.21,0.78
2058,45.34,0.21,0.79
2059,45.03,0.21,0.8
2060,44.98,0.21,0.81
2061,44.22,0.21,0.82
2062,45.6,0.21,0.83
2063,46.5,0.21,0.84
2064,46,0.21,0.85
2065,45.04,0.21,0.86
2066,44.78,0.21,0.87
2067,46.12,0.21,0.88
2068,45.96,0.21,0.89
2069,46.05,0.21,0.9
2070,45.57,0.21,0.91
2071,45.98,0.21,0.92
2072,45.32,0.21,0.93
2073,45.5,0.21,0.94
2074,45.14,0.21,0.95
2075,45.13,0.21,0.96
2076,45.42,0.21,0.97
2077,46.63,0.21,0.98
2078,46.02,0.21,0.99
2079,0.44,0.22,0.01
2080,0.48,0.22,0.02
2081,0.6,0.22,0.03
2082,0.6,0.22,0.04
2083,0.8,0.22,0.05
2084,0.96,0.22,0.06
2085,1.12,0.22,0.07
2086,0.92,0.22,0.08
2087,1.32,0.22,0.09
2088,3.4,0.22,0.1
2089,4.04,0.22,0.11
2090,9.28,0.22,0.12
2091,15.05,0.22,0.13
